INSTNM,Latitude,Longitude,ZIP,,,
Broadview University - Globe University - Sioux Falls - Teach-Out,43.54730988,-96.73130035,571000000,,,
Broadview University - Globe University - Madison,44.94549942,-92.94210052,537000000,,,
NUC University - Mayaguez,18.20134735,-67.13948822,6800000,,,
M State - Detroit Lakes Campus,46.81282043,-95.83883667,565000000,,,
East-West Healing Arts Institute - Milwaukee,43.04107285,-87.90942383,532000000,,,
Delaware Learning Institute of Cosmetology,39.00876236,-75.46864319,19939,,,
Ross Medical Education Center-Saginaw,43.46947098,-83.96798706,48603-5227,,,
Baldwin Beauty School-South Austin,30.33271599,-97.72265625,78704-4785,,,
Ross Medical Education Center-Ontario,43.46947098,-83.96798706,44906-1246,,,
Ross Medical Education Center-Kokomo,40.48650742,-86.13124084,46902-3650,,,
Aesthetics Institute,38.38342285,-81.76409912,63123-3107,,,
All-State Career-Baltimore,39.29044342,-76.61233521,21224,,,
Strayer University-Tampa East Campus,27.94700432,-82.46730804,33610,,,
Seacoast Career School-Manchester Campus,53.4315745,-2.39406755,3101,,,
J's Barber College,36.86948776,140.0490112,70560-6138,,,
Heritage College-Little Rock,34.74874496,-92.27510834,72227,,,
Honolulu Community College,21.32131386,-157.8694611,96817-4505,,,
Remington College-Heathrow Campus,51.46699905,-0.45000023,32746,,,
Franklin Technology Center Adult Education,35.92365265,-86.86782837,64801,,,
Allied American University,38.93717575,-77.08914185,92653-1337,,,
Miller-Motte Technical College-Clarksville,36.51648331,-87.32039642,37040,,,
National American University-Bloomington,44.86139297,-93.22864532,55425-5550,,,
National American University-Brooklyn Center,45.06714249,-93.30762482,55430-4100,,,
Central Oregon Community College,44.07019424,-121.3477173,97703,,,
MedTech College-Greenwood Campus,-31.82707024,115.7916412,46143,,,
Florida Education Institute,25.76375008,-80.28942871,33144,,,
California Nurses Educational Institute,33.81848145,-116.4898071,92264,,,
Lincoln Technical Institute-Northeast Philadelphia,40.06638336,-75.03366852,19116,,,
Miller-Motte Technical College-Roanoke,33.78917313,-78.99298096,24018,,,
Iowa Western Community College,41.27387619,-95.80027771,51503-1057,,,
Virginia College-Florence,43.76869583,11.2569294,29501,,,
MediaTech Institute-Austin,30.26497841,-97.74659729,78745,,,
John Wesley University,35.99430084,-79.99839783,27265-3115,,,
Aveda Institute-Chapel Hill,35.91026306,-79.05547333,27514-7001,,,
Body Therapy Institute,38.38342285,-81.76409912,27344-6728,,,
Gould's Academy,33.98481369,-91.56080627,38133-4067,,,
Regency Beauty Institute-Jacksonville Regency,30.33741379,-81.54724884,32225,,,
Athena Career Academy,30.37565231,76.35704041,43615,,,
YTI Career Institute-York,39.99103928,-76.6649704,17402,,,
Everest University-South Orlando,28.53833008,-81.37887573,33610-7666,,,
Paul Mitchell the School-Denver,39.73845291,-104.9848557,80226,,,
Atlanta Institute of Music and Media,33.96139908,-84.10562897,30096,,,
Purdue University Global-Milwaukee,43.04107285,-87.90942383,53203-2303,,,
Taylortown School of Beauty Inc,35.20964432,-79.48847961,48180-1866,,,
Jenks Beauty College,36.02258682,-95.96956635,74037,,,
Elite Cosmetology Barber & Spa Academy,52.14396286,-106.7650223,98902-5105,,,
Kansas City Kansas Community College,39.1230278,-94.74768829,66112,,,
Ridley-Lowell Business & Technical Institute-Poughkeepsie,41.69564819,-73.89673615,12601,,,
Coastal Alabama Community College,30.85000038,-87.77999878,36507-2698,,,
College of Hair Design-East Campus,42.28664398,-85.59753418,68526,,,
Minnesota School of Business-Brooklyn Center,45.0628624,-93.311409,55430,,,
Icahn School of Medicine at Mount Sinai,40.78947449,-73.95378113,10029-6574,,,
Maranatha Baptist University,43.19486237,-88.73849487,53094,,,
Kent State University at East Liverpool,40.61699677,-80.5763092,43920,,,
Ross Medical Education Center-Charleston,32.77647018,-79.93103027,25304-2816,,,
Ross Medical Education Center-Johnson City,36.32095718,-82.34175873,37601-1526,,,
Stone Academy-West Haven,41.27233505,-72.94981384,6516,,,
Ross Medical Education Center-Cincinnati,39.10369873,-84.51361084,45246-3317,,,
Jay's Technical Institute,44.94801712,-72.43802643,77071,,,
National American University-Career Point College Teachout Site,29.49166107,-98.55084991,78201-6549,,,
Eastern New Mexico University-Main Campus,34.17573166,-103.3373413,88130,,,
South Texas College of Law Houston,29.753088,-95.36503601,77002-7006,,,
University of Western States,45.53388977,-122.5335083,97213,,,
Florida Coastal School of Law,30.23264313,-81.58022308,32246,,,
University of California-Hastings College of Law,37.80115509,-122.4561005,94102-4978,,,
Bradford School,40.02399826,-82.91200256,43219,,,
Montgomery Beauty School,32.37654114,-86.29965973,20901,,,
Ross Medical Education Center-Flint,33.37113652,-86.99078399,48507-1234,,,
Empire Beauty School-Malden,51.3879502,-0.2511951,2148,,,
Venus Beauty Academy,32.42972183,-97.10110474,19079,,,
Empire Beauty School-Monroeville,40.43663406,-79.78004456,15146-2229,,,
Nashville State Community College,36.13489914,-86.85679626,37209-4515,,,
CET-San Diego,32.71575928,-117.1638184,92102,,,
Virginia College-Macon,32.83809662,-83.67050934,31206-3180,,,
Yeshiva of Machzikai Hadas,40.85012817,-73.92926025,11219-1408,,,
Diman Regional Technical Institute,41.69832993,-71.12277985,2720,,,
Pinellas Technical College-Clearwater,27.96399117,-82.79995728,33760-2140,,,
Yeshiva Gedolah Kesser Torah,40.44199371,-74.22402191,10952-2127,,,
Branford Hall Career Institute-Branford Campus,41.27980042,-72.81404114,6405,,,
Langston University,35.94570923,-97.26067352,73050,,,
Brightwood College-Hammond,34.20103455,-118.4683456,46324,,,
Nuvani Institute,38.38342285,-81.76409912,78852-4859,,,
Harrisburg Area Community College-Lebanon,40.29113388,-76.88469696,170000000,,,
Academy of Hair Design - Austin,30.26497841,-97.74659729,787000000,,,
Bais Binyomin Academy,9.59142971,123.0260162,10952,,,
HVAC Technical Institute,38.38342285,-81.76409912,60632-4457,,,
Center for Instruction Technology & Innovation,38.75390625,-77.52480316,13114,,,
Fort Pierce Beauty Academy,27.44711876,-80.3372345,34982-6333,,,
Laurel Ridge Community College,39.03622437,-78.26795197,22645,,,
Avenue Five Institute,55.5023894,-4.3323257,78757,,,
Walla Walla Community College,46.42071152,-117.0678482,99362-9267,,,
Mt Hood Community College,45.51441574,-122.3956604,97030,,,
The Baptist College of Florida,30.96344566,-85.50159454,32440,,,
Pine Technical & Community College,33.69148636,-117.9197083,55063,,,
Marinello School of Beauty-San Rafael,37.97457504,-122.531868,94901,,,
Unity Cosmetology College,8.45825291,29.95605469,61764,,,
International Business College-El Paso,31.71687698,-106.3080444,79935-5538,,,
Academy of Hair Design-Springfield,39.79935837,-89.64362335,65804,,,
National American University-Colorado Springs,38.95219803,-104.7906113,80920,,,
Ross Medical Education Center-Canton,43.46947098,-83.96798706,48187-5071,,,
Gallaudet University,38.9082489,-76.99253845,20002-3695,,,
Plaza College,64.87072754,-147.8238831,11375,,,
Murray State College,34.22290421,-96.67736053,73460,,,
Fortis Institute-Baltimore,39.29044342,-76.61233521,21244,,,
Ross Medical Education Center-Evansville,37.97570801,-87.56990814,47715-2405,,,
Miller-Motte College-Conway,35.03427505,-85.18180847,29526-9508,,,
Northeast Ohio Medical University,41.10292816,-81.24536896,44272-0095,,,
Teachers College of San Joaquin,37.9080162,-121.2299271,95206,,,
The Academy of Hair Design LLC,38.83983612,-97.60760498,73134-8055,,,
Virginia College-Greensboro,36.07100677,-79.80039978,27406,,,
Union County College,40.66192627,-74.21165466,07016-1528,,,
Cortiva Institute-Seattle,47.60322952,-122.3302765,98003-5475,,,
Alexandria Technical & Community College,45.87283707,-95.37242889,56308,,,
California Northstate University,38.40592957,-121.4815521,95757-3001,,,
Argosy University-The Art Institute of California-Silicon Valley,34.07092667,-117.2713623,94086,,,
Standard Healthcare Services-College of Nursing,28.60293007,-81.19859314,22043,,,
Lil Lou's Beauty and Barber College,50.63128662,3.06275272,46409-2404,,,
Averett University-Non-Traditional Programs,36.57886124,-79.4122467,24541,,,
ITT Technical Institute-Overland Park,38.97481918,-94.68360138,66213-1106,,,
Southeast Technical College,33.5451889,-80.82971191,57107-1301,,,
National American University-Lee's Summit,38.91321564,-94.37467194,64081-1425,,,
Ross College-Davenport,42.96314621,-85.65989685,52807-2095,,,
National American University-Centennial,39.56718826,-104.9601212,80122-3157,,,
National American University-Richardson,32.95517349,-96.76850891,75080-5400,,,
Mifflin County Academy of Science and Technology,40.785063,-77.8389,17044-1697,,,
Rizzieri Aveda School for Beauty and Wellness,15.29874229,74.5364151,08043-1800,,,
New York College of Traditional Chinese Medicine,40.71304703,-74.00723267,11501,,,
Ottawa University-Online,38.60111618,-95.2612381,66067,,,
American College for Medical Careers,28.471035,-81.40228271,32809,,,
PJ's College of Cosmetology- Jeffersonville,38.31159973,-85.76942444,471000000,,,
PJ's College of Cosmetology- Muncie,40.19365311,-85.38652039,473000000,,,
Marinello School of Beauty-West Los Angeles,34.04923248,-118.377121,90035,,,
Marinello School of Beauty-Anaheim,33.83449173,-117.9156418,92801,,,
Institute of Health & Technology- Jackson,32.30289841,-90.18348694,39206,,,
Colorado Technical University,38.89313507,-104.8328171,81003,,,
Marinello School of Beauty-Ontario,50.07465744,-85.82873535,91762,,,
Marinello School of Beauty-San Bernardino,34.10831833,-117.2940979,92410,,,
Marinello School of Beauty-Lomita,33.80501175,-118.3199005,90717,,,
PJ's College of Cosmetology- Louisville,38.19937515,-85.65352631,402000000,,,
Pitt Community College,35.55052185,-77.40851593,28590,,,
Rasmussen University-Illinois,40.11251831,-88.22888184,61108-2513,,,
Ohio State University-Lima Campus,40.01520538,-83.03659821,45804,,,
Blue Mountain Christian University,44.5,-80.31667328,38610,,,
Paul Mitchell the School-Fresno,36.73165512,-119.7858582,93710,,,
National American University-Wichita,37.72237015,-97.25177765,67206-1097,,,
Scottsdale Community College,33.51309967,-111.8829575,85256,,,
Harris School of Business-Sanford Campus,39.34812927,-74.57979584,4073,,,
Pensacola State College,30.48019981,-87.20154572,32504-8998,,,
Dean Institute of Technology,40.41007233,-80.01524353,15226-1197,,,
ITT Technical Institute-St Petersburg,27.86086655,-82.64582825,33634,,,
National American University-Mesquite,37.36315155,-81.03913879,75150-5628,,,
Pine Manor College,42.31858063,-71.15749359,2467,,,
Miller-Motte College-Raleigh,35.78130341,-78.64167786,27604-6072,,,
Clary Sage College,36.1172905,-95.9032135,74145,,,
Paul Mitchell the School-Memphis,35.14337921,-90.05213928,38111,,,
Heritage College-Wichita,39.07609177,-94.82135773,67210,,,
Cortiva Institute-Miami,25.77508354,-80.19470215,33126,,,
National American University-Burnsville,44.76205444,-93.27577209,55337-2548,,,
Pima Medical Institute-Aurora,39.71293259,-104.8193588,80012-0000,,,
Paul Mitchell the School-Columbus,39.96276093,-82.99629211,43231,,,
National American University-Indianapolis,39.76845169,-86.15621185,46268-3167,,,
Sandusky Career Center,41.45493317,-82.71096039,44870,,,
City College-Fort Lauderdale,26.12187576,-80.14187622,33309,,,
National American University-Austin South,37.36315155,-81.03913879,78745-4868,,,
Nashville College of Medical Careers,36.29172897,-86.70678711,37115-2120,,,
Mott Community College,43.02146912,-83.67062378,48503-2089,,,
Eastern Virginia Career College,37.32074356,-80.63904572,22408,,,
Toni & Guy Hairdressing Academy-Worcester,52.1789326,-2.1900318,01605-2213,,,
College of the Sequoias,36.32561874,-119.314148,93277-2214,,,
Summit Salon Academy-Portland,45.51601791,-122.681427,97223,,,
Regency Beauty Institute-SW Houston,29.76080322,-95.36950684,77036,,,
Carrington College-Ontario,38.55162048,-121.4129562,91764,,,
Kapiolani Community College,21.27048874,-157.8001099,96816-4421,,,
Southwest Texas Junior College,29.38447952,-100.9222794,78801-6297,,,
Brightwood College-Fort Worth,32.74990463,-97.33033752,76103-2310,,,
Wade Gordon Hairdressing Academy-Lubbock,33.58368683,-101.85495,79423-2125,,,
Empire Beauty School-Cheltenham,51.88403665,-2.0507403,19095,,,
Regency Beauty Institute-Roanoke,37.27113342,-79.9390564,24012,,,
Pima Medical Institute-Albuquerque,35.08424759,-106.6492386,87110,,,
South University-High Point,36.04128647,-79.9651947,27265-8320,,,
Regency Beauty Institute-Chattanooga,35.04575729,-85.30828857,37421,,,
Regency Beauty Institute-Madison,43.07392502,-89.38524628,53704,,,
Regency Beauty Institute-Evansville,37.97570801,-87.56990814,47715,,,
College of Southern Maryland,38.55920029,-77.01205444,20646-0910,,,
Women's Institute of Torah Seminary and College,31.56250954,-89.49692535,21215-3009,,,
Virginia College-Chattanooga,35.00709152,-85.21059418,37411,,,
United States Coast Guard Academy,41.37064362,-72.10350037,06320-4195,,,
Tucson College of Beauty,32.22187805,-110.9712219,85705,,,
Spa Tech Institute-Plymouth,42.9881143,-73.7645164,2360,,,
Texas Barber College,31.46384811,-99.33329773,77036,,,
ITT Technical Institute-Deerfield Beach,26.32058525,-80.09977722,33328,,,
My Beauty & Barber College,64.87072754,-147.8238831,95823-4687,,,
Sullivan and Cogliano Training Center,39.09546661,-87.40962219,33014,,,
Paul Mitchell the School-Arkansas,34.89980316,-92.43915558,72703,,,
ITT Technical Institute-Cedar Rapids,41.97805405,-91.66986084,52404,,,
Shelton State Community College,33.12089157,-87.56348419,35405-8522,,,
Upper Valley Educators Institute,37.76526642,-111.6840668,03766-1358,,,
The Salon Professional Academy-Melbourne,52.8128357,-1.4657089,32904,,,
Paul Mitchell the School-Milwaukee,43.04107285,-87.90942383,53222,,,
Folsom Lake College,38.66265488,-121.1268463,95630,,,
Court Reporting Institute of St Louis,38.6353569,-90.20098877,63105-3329,,,
Southern Maine Community College,43.64743805,-70.22903442,04106-1698,,,
ATA College,-79.40631104,0.31493121,92020,,,
Focus Personal Training Institute,38.38342285,-81.76409912,10001-6217,,,
South University-Accelerated Graduate Programs,28.58122635,-81.20035553,30328-6773,,,
Stone Academy-Waterbury,41.55426025,-73.04306793,6705,,,
Community College of Aurora,39.71293259,-104.8193588,80011-9036,,,
Healing Arts Institute,41.55679703,-83.59827423,80525-3479,,,
Paul Mitchell the School-Portsmouth,38.7096795,-83.0619695,03801-4084,,,
GDS Institute,48.82942963,2.38003707,90280-2072,,,
Taylor Andrews Academy of Hair Design-Provo,40.2885874,-111.7411193,84604,,,
Ross Medical Education Center-Roosevelt Park,43.19144058,-86.26678467,49441-4188,,,
PMCA Pittsburgh Multicultural Cosmetology Academy,40.44216919,-79.99495697,15222-2245,,,
Aveda Institute-Columbus,39.96276093,-82.99629211,43214,,,
Lakes Region Community College,43.50794983,-71.46212769,3246,,,
Ross College-Sylvania,40.53306377,-80.02822097,43560-2265,,,
Pacifica Graduate Institute,34.4212532,-119.5805359,93013,,,
Air Force Institute of Technology-Graduate School of Engineering & Management,39.78159332,-84.08363342,45433-7765,,,
Mitchell Hamline School of Law,44.94194031,-93.13806152,55105-3076,,,
Ponce Health Sciences University,17.9934063,-66.61978149,00716-2347,,,
Denver Seminary,39.60060501,-105.022377,80120,,,
Ross Medical Education Center-Granger,47.22882601,-117.0736138,46530-4479,,,
Lincoln College of Technology-Melrose Park,41.8934288,-87.85661316,60160-1605,,,
Paul Mitchell the School-Tysons Corner,38.91872025,-77.23109436,22102,,,
Pensacola School of Massage Therapy & Health Careers,30.40689659,-87.21756744,32504,,,
Mohawk Valley Community College,43.07749939,-75.21749878,13501-5394,,,
Miller-Motte Technical College-Lynchburg,33.78917313,-78.99298096,24502,,,
Brightwood College-Riverside,34.20103455,-118.4683456,92507-0000,,,
Ross Medical Education Center-Knoxville,43.46947098,-83.96798706,37922-2367,,,
Brightwood College-Arlington,32.7355957,-97.10710907,76010,,,
Key College,26.05294609,-80.13967896,33306-1801,,,
Northeast Technical Institute,43.60822678,-70.31496429,04074-0000,,,
Branford Hall Career Institute-Bohemia Campus,42.14083862,-72.54368591,11716,,,
Premier Academy of Cosmetology,37.4758895,-81.66864425,74501-4143,,,
Regency Beauty Institute-Duluth,46.78283691,-92.10551453,55811,,,
Carrington College-Mesa,38.55162048,-121.4129562,85210-5005,,,
Meharry Medical College,36.16633987,-86.80713654,37208,,,
Michigan State University-College of Law,42.72572327,-84.47338867,48824-1300,,,
Westminster Theological Seminary,40.09899902,-75.1760025,19038,,,
CBT Technology Institute-Cutler Bay,42.33364665,-71.03423365,33157,,,
Academy of Hair Design-Grenada,12.13603783,-61.69040298,38901,,,
Regency Beauty Institute-Fort Myers,26.61414909,-81.82576752,33907,,,
Ross Medical Education Center-Fort Wayne,41.07747269,-85.13749695,46805-1046,,,
Studio Academy of Beauty,38.65811157,-90.26731873,85224,,,
Apex College of Veterinary Technology,35.7271843,-78.85414886,80903,,,
CUNY Bronx Community College,40.85758972,-73.91284943,10453,,,
Ross Medical Education Center-Dayton,43.46947098,-83.96798706,45424-6049,,,
Passaic County Community College,40.91830826,-74.17520905,07505-1179,,,
Arrojo Cosmetology School,43.17618942,-5.99183464,10014,,,
Ross Medical Education Center - Kalamazoo,42.28977585,-85.58467865,49009-1003,,,
Canton City Schools Adult Career and Technical Education,40.79931259,-81.37841797,44702,,,
Paul Mitchell the School-Atlanta,33.7485466,-84.39150238,30318,,,
Wilberforce University,39.70815659,-83.88159943,45384-1001,,,
Brightwood Career Institute-Broomall,39.97484589,-75.36410522,19008,,,
Albany Medical College,42.65391541,-73.77799988,12208-3479,,,
International Technological University,37.38881302,-121.9309921,95054,,,
Southwestern Law School,34.06063843,-118.2888031,90010-1106,,,
National Paralegal College,33.53086853,-112.0642395,85014-1561,,,
Carrington College-Portland,53.10578156,-1.17734933,97232-1309,,,
Indiana University-Kokomo,40.45922089,-86.13041687,46902-9003,,,
Finger Lakes School of Massage,42.69039536,-76.93048096,14850,,,
Oklahoma State University-Oklahoma City,35.49569702,-97.54114532,73107-6195,,,
County College of Morris,40.85822296,-74.58043671,07869-2086,,,
Rocky Vista University,39.52822495,-104.8720093,80112,,,
Maryland University of Integrative Health,39.15174866,-76.90179443,20723,,,
Dixie Technical College,37.08291245,-113.6061478,84770,,,
California Western School of Law,32.72178268,-117.1625061,92101-3046,,,
William James College,42.29499817,-71.20330048,2459,,,
Inter American University of Puerto Rico-School of Law,18.40642929,-66.18650818,00936-8351,,,
Antioch University-Seattle,47.61734009,-122.3426895,98121-1814,,,
Wharton County Junior College,29.32464218,-96.08493805,77488,,,
Avalon Institute-Mesa,33.41518021,-111.8314972,85210,,,
Broadview Entertainment Arts University,41.86407852,-87.85302734,84115,,,
Ridley-Lowell Business & Technical Institute-New London,41.35516739,-72.0995636,6320,,,
Polytechnic University of Puerto Rico-Orlando,28.53833008,-81.37887573,32825,,,
Finger Lakes Community College,42.87239838,-77.24289703,14424-8395,,,
Davenport University-Battle Creek Location,42.31917953,-85.18245697,490000000,,,
Davenport University-Grand Rapids Downtown,42.97124481,-85.67602539,49503-9121,,,
American Academy of Health and Beauty,20.71827126,-103.3897476,03102-5263,,,
Stillman College,33.19821548,-87.5856781,35401,,,
Virginia College-Shreveport,32.51425171,-93.74777222,71111,,,
Onondaga School of Therapeutic Massage-Rochester,43.19263937,-77.58009724,14607,,,
Blue Cliff College-Gulfport,30.36976814,-89.09153748,39503,,,
Cottey College,37.83681107,-94.3711319,64772,,,
Coppin State University,39.31027985,-76.65860748,21216-3698,,,
The Salon Professional Academy-Lewisville,33.04634476,-96.99416351,75067,,,
Metro Beauty Academy,-5.12379885,105.3031235,18106,,,
Cortiva Institute-Orem,40.296875,-111.6945038,84057,,,
Vogue Beauty and Barber School,44.55127716,4.41364813,30141-2226,,,
York County School of Technology-Adult & Continuing Education,39.92994308,-76.68421173,17402-4696,,,
Samaritan Hospital School of Nursing,-33.93360138,18.62269974,12065,,,
Regency Beauty Institute-Pasadena,34.14955139,-118.141449,77505,,,
Napa Valley College,38.27355576,-122.2767181,94558-6236,,,
Regency Beauty Institute-Champaign,40.11632919,-88.24352264,61822,,,
Virginia College-Huntsville,34.71191788,-86.60326385,35801,,,
Northeast Lakeview College,29.54361725,-98.32342529,78145,,,
University of Arkansas System eVersity,33.47487259,-94.00463867,72207-3608,,,
Pima Medical Institute-Albuquerque West,35.08424759,-106.6492386,87114,,,
Dawn Career Institute LLC,39.75460052,-75.59539795,19702,,,
Ridley-Lowell Business & Technical Institute-Danbury,41.39366531,-73.45153809,6810,,,
Tomorrow's Image Barber And Beauty Academy of Virginia,37.51290894,-78.69762421,23608-5532,,,
New England Law-Boston,42.35079956,-71.06659698,2116,,,
Alabama College of Osteopathic Medicine,31.21489906,-85.36160278,36303-2251,,,
Arkansas Colleges of Health Education,34.89980316,-92.43915558,72916-0366,,,
Bank Street College of Education,40.80584335,-73.96661377,10025,,,
Western Seminary,38.61865234,-121.372551,97215-3367,,,
Regency Beauty Institute-Jacksonville Orange Park,30.24485779,-81.72223663,32073,,,
Southside College of Health Sciences,37.26761246,-77.4000473,23834,,,
Central Oklahoma College,35.5,-97.5,73134,,,
Regency Beauty Institute-Fayetteville,35.05441666,-78.88365936,72703,,,
New Life Business Institute,38.38342285,-81.76409912,11432,,,
RWM Fiber Optics,55.72686768,38.20816422,90746-1051,,,
Central Baptist College,35.08348083,-92.4447403,72034,,,
Unitech Training Academy-Lake Charles,30.2292881,-93.21710968,70601-7887,,,
Roberto-Venn School of Luthiery,33.45488358,-112.0861816,85007,,,
Crave Beauty Academy,38.65811157,-90.26731873,67203,,,
Lac Courte Oreilles Ojibwe University,45.89518356,-91.43449402,54843,,,
Stone Academy-East Hartford,41.76931763,-72.64378357,6108,,,
Continental School of Beauty Culture-Olean,42.08446884,-78.42823792,14760,,,
Davines Professional Academy of Beauty and Business,45.04240417,2.7133925,68516-2306,,,
Florida International Training Institute,25.75699997,-80.37400055,33122-1707,,,
Vet Tech Institute,40.44386673,-80.00035858,15222-3400,,,
Cortiva Institute-Virginia,37.79045868,-79.43662262,22901,,,
Aveda Fredric's Institute-Indianapolis,39.76845169,-86.15621185,46032,,,
Salter College-West Boylston,42.34999847,-71.78583527,1583,,,
Ambiance Beauty & Barber Academy Inc,37.28984833,-98.58059692,32935-8771,,,
The Illinois Institute of Art-Schaumburg,42.0481987,-88.04399872,60173-4913,,,
Eastern Center for Arts and Technology,43.20111084,-71.53500366,19090,,,
Regency Beauty Institute-St Peters,38.77885818,-90.57833099,63376,,,
Sonoran University of Health Sciences,31.5067997,74.30979919,85282,,,
Charleston School of Law,32.79055405,-79.9383316,29403,,,
United Theological Seminary,39.81441879,-84.28032684,45426-2308,,,
National University of Natural Medicine,35.68899155,-105.9448776,97201-4848,,,
Fred D. Learey Technical College,6.9316695,79.8623838,33610,,,
Saybrook University,37.79816818,-122.4000549,91103,,,
Vermont Law and Graduate School,43.82164383,-72.52112579,05068-0096,,,
Burrell College of Osteopathic Medicine,32.2737999,-106.7471008,88001,,,
Thomas Jefferson School of Law,32.71028137,-117.1541672,92101,,,
Concordia Seminary,38.63759232,-90.30991364,63105-3196,,,
Southwest Technical College,42.97583389,-90.63722229,84720,,,
City Colleges of Chicago-Wilbur Wright College,41.95888519,-87.78858185,60634-1500,,,
Ohio Business College-Hilliard,41.42380524,-82.07355499,43026,,,
Maynard A. Traviss Technical College - Central Florida Aerospace Academy,27.99623108,-81.8931427,338000000,,,
Kilgore College,32.37776566,-94.87078094,75662-3299,,,
Montreat College,35.64590836,-82.29812622,28757-1267,,,
Paul Mitchell the School-Birmingham,52.4571449,-1.8790511,35216,,,
Regency Beauty Institute-Shreveport,32.51425171,-93.74777222,71105,,,
VH Barber & Styling Academy,37.28984833,-98.58059692,71111-4409,,,
West Hills College-Lemoore,36.29153442,-119.8254547,93245,,,
Mercy-St Luke's School of Radiologic Technology,40.73259735,-74.00675201,52402,,,
Bryant & Stratton College-Parma,41.40456772,-81.78299713,44130-3151,,,
Regency Beauty Institute-Lansing,42.7336235,-84.55392456,48912,,,
Central Pennsylvania Institute of Science and Technology,41.29615402,-76.37150574,16823,,,
St James Mercy Hospital School of Radiologic Science,25.73988533,-80.21382141,14843-2197,,,
Lake Region State College,48.1278801,-98.86914063,58301-1598,,,
Ross Medical Education Center-Kentwood,30.99406694,-90.47725052,49508-5271,,,
Camelot College,34.93345642,-81.98121643,70805,,,
Ilisagvik College,71.32472992,-156.6797638,99723,,,
Lewis-Clark State College,46.41107559,-117.0265045,83501-2698,,,
Champ's Barber School,38.74262238,-90.44441986,17602-3809,,,
Coastline Beauty College,28.80392512,-81.32083206,92708,,,
Woodruff Medical Training and Testing,34.74072266,-82.03369141,30501,,,
Coast Career Institute,36.21824265,-115.2087097,90015-3040,,,
Miami Valley Career Technology Center,39.84545898,-84.3288269,45315,,,
Futura Career Institute,36.21824265,-115.2087097,33012-3325,,,
Compass Career College,30.47640038,-90.47910309,70403,,,
Brightwood College-McAllen,26.19669533,-98.23569489,78503-1625,,,
Tallahassee Community College,30.44529152,-84.34062958,32304-2895,,,
Minnesota State College Southeast,46.34914398,-94.19830322,55987,,,
American National University-Youngstown,37.36315155,-81.03913879,44505,,,
Peloton College,64.87072754,-147.8238831,76011-9998,,,
Altierus Career Education-Southfield,42.48019791,-83.24099731,48033-4400,,,
MedTech College-Lexington Campus,39.62054825,-86.07525635,40511,,,
Western New Mexico University,32.77733612,-108.2856751,88061,,,
Ross Medical Education Center-Elyria,41.36771393,-82.1078186,44035-2885,,,
Cameron University,34.60557938,-98.4356842,73505-6377,,,
College of Central Florida,29.1871891,-82.15174866,34474,,,
Kalamazoo Valley Community College,42.37543488,-85.68328094,49003-4070,,,
Ricci's Toni & Guy Hairdressing Academy/TIGI Creative School,-4.05914593,136.2743225,06470-0000,,,
Lancaster Beauty School,34.69488144,-118.1475601,93534,,,
Reformed University,42.74355698,-84.45285797,30043-5604,,,
Argosy University-San Diego,32.77488708,-117.1577606,92108,,,
Preferred College of Nursing-Van Nuys,34.18465042,-118.4465256,91401-1442,,,
Harris School of Business-Hamilton Campus,55.7827598,-4.0486074,8619,,,
Hollywood Institute of Beauty Careers-Casselberry,28.67966843,-81.33573914,32707-7103,,,
Georgia Highlands College,34.16969681,-85.20747375,30161-3897,,,
Cortiva Institute-Las Vegas,36.16909027,-115.1405792,89123-2069,,,
Harris School of Business-Linwood Campus,39.34812927,-74.57979584,8221,,,
Elite Welding Academy LLC,38.65811157,-90.26731873,45246-1013,,,
Taft College,35.14933395,-119.4614258,93268,,,
MTI Business College Inc,38.00792313,-121.3083954,95207-4349,,,
The University of Aesthetics & Cosmetology,34.25648117,-118.5465317,60515,,,
Empire Beauty School-West Palm,26.71443939,-80.0549469,33409,,,
Paul Mitchell the School-St Louis,38.6353569,-90.20098877,63108-1554,,,
The Chicago School of Professional Psychology at Washington DC,38.90160751,-77.03308868,20005,,,
Clark State College,39.89439774,-83.7990799,45501-0570,,,
Bryant & Stratton College-Milwaukee,43.03937149,-87.91516113,53203-2608,,,
The Temple Annapolis-A Paul Mitchell Partner School,38.97829056,-76.49568176,21401-3833,,,
Minnesota School of Cosmetology-Woodbury Campus,44.92508698,-92.97413635,55125,,,
Galveston College - Charlie Thomas Family Applied Technology Center,29.28467178,-94.80765533,776000000,,,
College of Wilmington,34.23669815,-77.94619751,28403,,,
KC Beauty Academy,39.09979248,-94.57855988,90012-4303,,,
Ross Medical Education Center-Warren,42.6981215,-83.1050375,48092-4141,,,
Palo Verde College,33.66223526,-114.6529846,92225,,,
Northern Technical College,34.21397018,-91.97929382,71601,,,
Ross Medical Education Center-Owensboro,37.77269745,-87.11103058,42303-7757,,,
New York School for Medical and Dental Assistants,40.71304703,-74.00723267,11101,,,
Florida Panhandle Technical College,30.77443504,-85.55340576,32428-1618,,,
Compton College,33.87740707,-118.2111359,90221-5393,,,
Taylor Andrews Academy of Hair Design-Hair Lab Detroit Barber School,42.33293915,-83.0478363,48195-2615,,,
Tri County Regional Vocational Technical High School,42.09552002,-71.42217255,2038,,,
Avery James College,53.94488144,-1.05670333,70601,,,
C. Alexander School of Cosmetology,35.42112415,-81.19643605,72204-6001,,,
